Plan: 'Test 2' (Sava2D-Obr-Ost.p02)
Simulation started at: 25Aug2022 12:46:46 PM

Writing Geometry...
Computing 2D Flow Area 'Obuhvat2D' tables: Property tables do not exist.
2D Flow Area 'Obuhvat2D' tables complete 14.16 sec
Completed Writing Geometry

	
Geometric Preprocessor HEC-RAS 6.2 March 2022
 

Finished Processing Geometry

Writing Event Conditions ...
Completed Writing Event Condition Data


Performing Unsteady Flow Simulation  HEC-RAS 6.2 March 2022
 
	
Unsteady Input Summary:
     2D Unsteady SWE-ELM Equation Set (faster)

Maximum adaptive timestep = 20:00.0    Minimum adaptive timestep = 00:02.344
Initial adaptive timestep = 00:37.5

Maximum iteration location		Cell	 WSEL	ERROR	ITERATIONS
01SEP2022 02:17:30  Obuhvat2D	Cell #	     30692	   63.66	   0.006	20

01SEP2022 02:17:39  Obuhvat2D	Cell #	     30693	   60.49	   0.914	22
01SEP2022 02:17:49  Obuhvat2D	Cell #	     30441	   65.67	   0.004	20
01SEP2022 02:17:58  Obuhvat2D	Cell #	     30693	   60.31	   0.687	20
01SEP2022 02:18:17  Obuhvat2D	Cell #	     30693	   59.90	   0.006	20
01SEP2022 02:21:34       timestep =              4.688      (sec)
01SEP2022 02:22:30       timestep =              9.375      (sec)
01SEP2022 02:22:39       timestep =              4.688      (sec)
01SEP2022 02:26:43       timestep =              9.375      (sec)
01SEP2022 02:26:52       timestep =              4.688      (sec)
01SEP2022 02:37:30       timestep =              9.375      (sec)
01SEP2022 02:45:19       timestep =            18.75        (sec)

01SEP2022 02:49:04  Obuhvat2D	Cell #	     31287	   65.80	   0.004	20
01SEP2022 02:49:23  Obuhvat2D	Cell #	     30335	   65.50	   0.007	20
01SEP2022 02:50:00       timestep =            37.5          (sec)
01SEP2022 02:50:38  Obuhvat2D	Cell #	     31685	   67.87	   0.016	20
01SEP2022 02:50:37       timestep =            18.75        (sec)
01SEP2022 02:50:56  Obuhvat2D	Cell #	     30094	   65.46	   0.006	20

01SEP2022 02:51:15  Obuhvat2D	Cell #	     30234	   65.64	   0.010	21
01SEP2022 02:51:34  Obuhvat2D	Cell #	     30576	   63.48	   0.006	20
01SEP2022 02:52:30  Obuhvat2D	Cell #	     30576	   63.67	   0.040	21
01SEP2022 02:52:49  Obuhvat2D	Cell #	     30576	   63.82	   0.147	21

01SEP2022 02:53:08  Obuhvat2D	Cell #	     32222	   64.31	   0.119	22
01SEP2022 02:53:45  Obuhvat2D	Cell #	     32374	   65.30	   0.026	21
01SEP2022 02:54:04  Obuhvat2D	Cell #	     31050	   65.86	   0.004	20
01SEP2022 02:54:23  Obuhvat2D	Cell #	     32403	   64.99	   0.013	20

01SEP2022 02:55:56  Obuhvat2D	Cell #	     32378	   65.30	   0.009	20
01SEP2022 02:56:34  Obuhvat2D	Cell #	     31910	   64.99	   0.005	20
01SEP2022 02:56:53  Obuhvat2D	Cell #	     31909	   65.46	   0.005	20
01SEP2022 02:57:11  Obuhvat2D	Cell #	     31910	   65.00	   0.009	20

01SEP2022 02:57:30  Obuhvat2D	Cell #	     31056	   65.14	   0.023	20
01SEP2022 02:57:30       timestep =              9.375      (sec)
01SEP2022 02:57:39       timestep =              4.688      (sec)
01SEP2022 02:57:58       timestep =              9.375      (sec)
01SEP2022 02:59:04  Obuhvat2D	Cell #	     31059	   65.44	   0.017	20
01SEP2022 02:59:13  Obuhvat2D	Cell #	     31674	   65.90	   0.024	20
01SEP2022 03:00:47  Obuhvat2D	Cell #	     31300	   65.51	   0.067	21

01SEP2022 03:00:56  Obuhvat2D	Cell #	     31300	   65.46	   0.032	21
01SEP2022 03:01:06  Obuhvat2D	Cell #	     32112	   62.55	   0.075	21
01SEP2022 03:01:15  Obuhvat2D	Cell #	     32112	   62.56	   0.082	21
01SEP2022 03:01:24  Obuhvat2D	Cell #	     32112	   62.57	   0.078	21

01SEP2022 03:01:34  Obuhvat2D	Cell #	     32112	   62.58	   0.084	22
01SEP2022 03:01:53  Obuhvat2D	Cell #	     30827	   64.74	   0.008	20
01SEP2022 03:02:11  Obuhvat2D	Cell #	     11043	   60.39	   0.021	20
01SEP2022 03:03:35       timestep =              4.688      (sec)
01SEP2022 03:03:40       timestep =              2.344      (sec)
01SEP2022 03:03:50       timestep =              4.688      (sec)
01SEP2022 03:08:45       timestep =              9.375      (sec)
01SEP2022 03:08:54  Obuhvat2D	Cell #	     32234	   63.61	   0.005	20

01SEP2022 03:09:32  Obuhvat2D	Cell #	     32234	   63.62	   0.007	20
01SEP2022 03:09:41  Obuhvat2D	Cell #	     31913	   63.49	   0.032	20
01SEP2022 03:09:51  Obuhvat2D	Cell #	     31913	   63.52	   0.005	20
01SEP2022 03:10:00  Obuhvat2D	Cell #	     32234	   63.61	   0.012	21

01SEP2022 03:10:09  Obuhvat2D	Cell #	     32234	   63.63	   0.021	20
01SEP2022 03:10:19       timestep =              4.688      (sec)
01SEP2022 03:11:43       timestep =              9.375      (sec)
01SEP2022 03:11:53  Obuhvat2D	Cell #	     24577	   62.23	   0.023	21
01SEP2022 03:12:02  Obuhvat2D	Cell #	     11047	   61.97	   0.052	20
01SEP2022 03:12:11  Obuhvat2D	Cell #	     32234	   63.55	   0.115	21

01SEP2022 03:12:21  Obuhvat2D	Cell #	     24620	   62.05	   0.041	20
01SEP2022 03:12:30  Obuhvat2D	Cell #	     24620	   62.13	   0.079	21
01SEP2022 03:12:39  Obuhvat2D	Cell #	     24620	   61.98	   0.151	21
01SEP2022 03:12:49  Obuhvat2D	Cell #	     24620	   62.06	   0.165	22
01SEP2022 03:12:49       timestep =              4.688      (sec)

01SEP2022 03:12:54  Obuhvat2D	Cell #	     24620	   62.05	   0.085	21
01SEP2022 03:12:58  Obuhvat2D	Cell #	     24620	   62.16	   0.106	21
01SEP2022 03:13:03  Obuhvat2D	Cell #	     24620	   62.02	   0.075	20
01SEP2022 03:13:08  Obuhvat2D	Cell #	     24620	   62.06	   0.103	20

01SEP2022 03:13:12  Obuhvat2D	Cell #	     24620	   62.11	   0.030	20
01SEP2022 03:13:17  Obuhvat2D	Cell #	     24620	   62.07	   0.004	20
01SEP2022 03:13:31  Obuhvat2D	Cell #	     24574	   65.08	   0.005	20
01SEP2022 03:13:36  Obuhvat2D	Cell #	     24574	   65.06	   0.026	20

01SEP2022 03:13:40  Obuhvat2D	Cell #	     24574	   65.07	   0.047	20
01SEP2022 03:13:45  Obuhvat2D	Cell #	     24574	   65.11	   0.042	20
01SEP2022 03:13:50  Obuhvat2D	Cell #	     24574	   65.02	   0.092	20
01SEP2022 03:13:59  Obuhvat2D	Cell #	     24574	   65.05	   0.046	20

01SEP2022 03:14:04  Obuhvat2D	Cell #	     24574	   65.14	   0.065	20
01SEP2022 03:14:09  Obuhvat2D	Cell #	     24574	   64.97	   0.168	20
01SEP2022 03:14:18  Obuhvat2D	Cell #	     24574	   65.07	   0.027	20
01SEP2022 03:14:23  Obuhvat2D	Cell #	     24574	   65.17	   0.102	20

01SEP2022 03:14:27  Obuhvat2D	Cell #	     24575	   63.17	   0.026	20
01SEP2022 03:14:41  Obuhvat2D	Cell #	     24574	   65.08	   0.065	20
01SEP2022 03:14:46  Obuhvat2D	Cell #	     24574	   65.17	   0.091	20
01SEP2022 03:14:51  Obuhvat2D	Cell #	     24575	   63.20	   0.024	20

01SEP2022 03:15:05  Obuhvat2D	Cell #	     24574	   65.08	   0.071	21
01SEP2022 03:15:09  Obuhvat2D	Cell #	     24574	   65.12	   0.004	20
01SEP2022 03:15:14  Obuhvat2D	Cell #	     24574	   65.03	   0.087	20
01SEP2022 03:15:19  Obuhvat2D	Cell #	     24574	   65.18	   0.081	20

01SEP2022 03:15:24  Obuhvat2D	Cell #	     24575	   63.24	   0.021	21
01SEP2022 03:15:38  Obuhvat2D	Cell #	     24616	   62.70	   0.006	21
01SEP2022 03:15:42  Obuhvat2D	Cell #	     24574	   65.18	   0.046	21
01SEP2022 03:15:47  Obuhvat2D	Cell #	     24575	   63.27	   0.021	21

01SEP2022 03:16:01  Obuhvat2D	Cell #	     24574	   65.10	   0.040	20
01SEP2022 03:16:06  Obuhvat2D	Cell #	     24574	   65.24	   0.142	20
01SEP2022 03:16:10  Obuhvat2D	Cell #	     24575	   63.30	   0.023	21
01SEP2022 03:16:24  Obuhvat2D	Cell #	     24574	   65.07	   0.087	21

01SEP2022 03:16:29  Obuhvat2D	Cell #	     24574	   65.10	   0.096	21
01SEP2022 03:16:34  Obuhvat2D	Cell #	     24618	   62.79	   0.010	21
01SEP2022 03:16:39  Obuhvat2D	Cell #	     24574	   65.03	   0.127	21
01SEP2022 03:16:43  Obuhvat2D	Cell #	     24574	   65.08	   0.153	20

01SEP2022 03:16:48  Obuhvat2D	Cell #	     24574	   65.27	   0.188	20
01SEP2022 03:16:53  Obuhvat2D	Cell #	     24575	   63.34	   0.024	20
01SEP2022 03:17:02  Obuhvat2D	Cell #	     24574	   65.11	   0.123	20
01SEP2022 03:17:07  Obuhvat2D	Cell #	     24574	   65.24	   0.138	20

01SEP2022 03:17:11  Obuhvat2D	Cell #	     24575	   63.36	   0.020	20
01SEP2022 03:17:21  Obuhvat2D	Cell #	     24574	   65.26	   0.181	20
01SEP2022 03:17:25  Obuhvat2D	Cell #	     24575	   63.38	   0.020	21
01SEP2022 03:17:35  Obuhvat2D	Cell #	     24574	   65.07	   0.197	21

01SEP2022 03:17:39  Obuhvat2D	Cell #	     24574	   65.30	   0.223	21
01SEP2022 03:17:44  Obuhvat2D	Cell #	     24575	   63.40	   0.023	20
01SEP2022 03:17:49  Obuhvat2D	Cell #	     32234	   63.65	   0.004	20
01SEP2022 03:17:54  Obuhvat2D	Cell #	     24574	   65.06	   0.215	21

01SEP2022 03:17:58  Obuhvat2D	Cell #	     24574	   65.30	   0.237	21
01SEP2022 03:18:03  Obuhvat2D	Cell #	     24575	   63.42	   0.024	20
01SEP2022 03:18:08  Obuhvat2D	Cell #	     32234	   63.66	   0.006	20
01SEP2022 03:18:12  Obuhvat2D	Cell #	     24574	   65.06	   0.224	21

01SEP2022 03:18:17  Obuhvat2D	Cell #	     24574	   65.29	   0.231	21
01SEP2022 03:18:22  Obuhvat2D	Cell #	     24575	   63.44	   0.022	20
01SEP2022 03:18:26  Obuhvat2D	Cell #	     32234	   63.65	   0.013	20
01SEP2022 03:18:31  Obuhvat2D	Cell #	     24574	   65.29	   0.229	21

01SEP2022 03:18:36  Obuhvat2D	Cell #	     24575	   63.45	   0.021	21
01SEP2022 03:18:40  Obuhvat2D	Cell #	     32234	   63.66	   0.010	20
01SEP2022 03:18:45  Obuhvat2D	Cell #	     24574	   65.29	   0.217	21
01SEP2022 03:18:50  Obuhvat2D	Cell #	     24575	   63.46	   0.021	21

01SEP2022 03:18:54  Obuhvat2D	Cell #	     32234	   63.66	   0.008	20
01SEP2022 03:18:59  Obuhvat2D	Cell #	     24574	   65.29	   0.205	21
01SEP2022 03:19:04  Obuhvat2D	Cell #	     24575	   63.47	   0.020	21
01SEP2022 03:19:13  Obuhvat2D	Cell #	     24574	   65.09	   0.201	21

01SEP2022 03:19:18  Obuhvat2D	Cell #	     24574	   65.32	   0.233	21
01SEP2022 03:19:23  Obuhvat2D	Cell #	     24575	   63.49	   0.023	21
01SEP2022 03:19:32  Obuhvat2D	Cell #	     24574	   65.11	   0.174	22
01SEP2022 03:19:37  Obuhvat2D	Cell #	     24574	   65.28	   0.174	21

01SEP2022 03:19:41  Obuhvat2D	Cell #	     24575	   63.49	   0.021	20
01SEP2022 03:19:51  Obuhvat2D	Cell #	     24574	   65.13	   0.136	22
01SEP2022 03:19:55  Obuhvat2D	Cell #	     24574	   65.16	   0.069	20
01SEP2022 03:20:00  Obuhvat2D	Cell #	     24574	   65.14	   0.021	20

01SEP2022 03:20:05  Obuhvat2D	Cell #	     24574	   65.23	   0.037	21
01SEP2022 03:20:09  Obuhvat2D	Cell #	     24574	   65.20	   0.026	22
01SEP2022 03:20:14  Obuhvat2D	Cell #	     24574	   65.02	   0.177	20
01SEP2022 03:20:19  Obuhvat2D	Cell #	     24574	   65.30	   0.132	21

01SEP2022 03:20:24  Obuhvat2D	Cell #	     24575	   63.46	   0.022	21
01SEP2022 03:20:33  Obuhvat2D	Cell #	     24574	   65.18	   0.059	21
01SEP2022 03:20:38  Obuhvat2D	Cell #	     24574	   65.11	   0.063	22
01SEP2022 03:20:42  Obuhvat2D	Cell #	     24574	   65.13	   0.139	20

01SEP2022 03:20:47  Obuhvat2D	Cell #	     24574	   65.17	   0.068	21
01SEP2022 03:20:52  Obuhvat2D	Cell #	     24574	   65.29	   0.123	21
01SEP2022 03:20:56  Obuhvat2D	Cell #	     24575	   63.44	   0.022	21
01SEP2022 03:21:06  Obuhvat2D	Cell #	     24574	   65.22	   0.014	20

01SEP2022 03:21:10  Obuhvat2D	Cell #	     24574	   64.98	   0.240	20
01SEP2022 03:21:15  Obuhvat2D	Cell #	     24574	   65.29	   0.047	21
01SEP2022 03:21:20  Obuhvat2D	Cell #	     24575	   63.46	   0.019	21
01SEP2022 03:21:29  Obuhvat2D	Cell #	     24574	   65.20	   0.039	20

01SEP2022 03:21:34  Obuhvat2D	Cell #	     24574	   65.10	   0.096	22
01SEP2022 03:21:39  Obuhvat2D	Cell #	     24574	   65.11	   0.205	20
01SEP2022 03:21:43  Obuhvat2D	Cell #	     24574	   65.34	   0.236	20
01SEP2022 03:21:48  Obuhvat2D	Cell #	     24575	   63.55	   0.019	21

01SEP2022 03:21:57  Obuhvat2D	Cell #	     24657	   63.58	   0.017	21
01SEP2022 03:22:02  Obuhvat2D	Cell #	     24574	   65.31	   0.130	20
01SEP2022 03:22:07  Obuhvat2D	Cell #	     24574	   64.81	   0.495	21
01SEP2022 03:22:16  Obuhvat2D	Cell #	     24574	   64.89	   0.393	21

01SEP2022 03:22:21  Obuhvat2D	Cell #	     10923	   63.73	   0.004	20
01SEP2022 03:22:25  Obuhvat2D	Cell #	     24574	   64.90	   0.391	21
01SEP2022 03:22:35  Obuhvat2D	Cell #	     24574	   64.92	   0.381	21
01SEP2022 03:22:44  Obuhvat2D	Cell #	     24574	   64.92	   0.373	21

01SEP2022 03:22:54  Obuhvat2D	Cell #	     24574	   64.93	   0.372	21
01SEP2022 03:23:03  Obuhvat2D	Cell #	     24574	   64.93	   0.368	21
01SEP2022 03:23:12  Obuhvat2D	Cell #	     24574	   64.95	   0.353	21
01SEP2022 03:23:22  Obuhvat2D	Cell #	     24574	   64.95	   0.350	21

01SEP2022 03:23:31  Obuhvat2D	Cell #	     24574	   64.96	   0.342	21
01SEP2022 03:23:40  Obuhvat2D	Cell #	     24574	   64.98	   0.328	21
01SEP2022 03:23:50  Obuhvat2D	Cell #	     24574	   64.98	   0.324	21
01SEP2022 03:23:59  Obuhvat2D	Cell #	     24574	   64.99	   0.318	21

01SEP2022 03:24:09  Obuhvat2D	Cell #	     24574	   65.00	   0.310	21
01SEP2022 03:24:18  Obuhvat2D	Cell #	     24574	   65.01	   0.294	21
01SEP2022 03:24:27  Obuhvat2D	Cell #	     24574	   65.03	   0.282	21
01SEP2022 03:24:37  Obuhvat2D	Cell #	     24574	   65.03	   0.279	21

01SEP2022 03:24:41  Obuhvat2D	Cell #	     24574	   65.31	   0.005	20
01SEP2022 03:24:46  Obuhvat2D	Cell #	     24574	   65.04	   0.275	21
01SEP2022 03:24:51  Obuhvat2D	Cell #	     24574	   65.31	   0.009	20
01SEP2022 03:24:55  Obuhvat2D	Cell #	     24574	   65.06	   0.245	20

01SEP2022 03:25:00  Obuhvat2D	Cell #	     24574	   65.28	   0.052	20
01SEP2022 03:25:05  Obuhvat2D	Cell #	     24574	   65.13	   0.156	21
01SEP2022 03:25:09  Obuhvat2D	Cell #	     24574	   65.39	   0.260	22
01SEP2022 03:25:14  Obuhvat2D	Cell #	     24574	   64.91	   0.483	21

01SEP2022 03:25:24  Obuhvat2D	Cell #	     24574	   65.02	   0.307	21
01SEP2022 03:25:33  Obuhvat2D	Cell #	     24574	   65.06	   0.257	20
01SEP2022 03:25:38  Obuhvat2D	Cell #	     24574	   65.29	   0.038	20
01SEP2022 03:25:42  Obuhvat2D	Cell #	     24574	   65.14	   0.148	21

01SEP2022 03:25:47  Obuhvat2D	Cell #	     24574	   65.39	   0.249	22
01SEP2022 03:25:52  Obuhvat2D	Cell #	     24574	   64.94	   0.450	21
01SEP2022 03:26:01  Obuhvat2D	Cell #	     24574	   65.06	   0.278	21
01SEP2022 03:26:06  Obuhvat2D	Cell #	     24574	   65.32	   0.004	20

01SEP2022 03:26:10  Obuhvat2D	Cell #	     24574	   65.10	   0.222	20
01SEP2022 03:26:15  Obuhvat2D	Cell #	     24574	   65.35	   0.106	20
01SEP2022 03:26:20  Obuhvat2D	Cell #	     24574	   65.04	   0.313	21
01SEP2022 03:26:29  Obuhvat2D	Cell #	     24574	   65.11	   0.216	20

01SEP2022 03:26:34  Obuhvat2D	Cell #	     24574	   65.36	   0.106	20
01SEP2022 03:26:39  Obuhvat2D	Cell #	     24574	   65.06	   0.296	21
01SEP2022 03:26:43  Obuhvat2D	Cell #	     24574	   65.33	   0.006	20
01SEP2022 03:26:48  Obuhvat2D	Cell #	     24574	   65.12	   0.206	20

01SEP2022 03:26:53  Obuhvat2D	Cell #	     24574	   65.27	   0.095	21
01SEP2022 03:27:02  Obuhvat2D	Cell #	     24574	   65.27	   0.005	21
01SEP2022 03:27:07  Obuhvat2D	Cell #	     24574	   65.29	   0.020	22
01SEP2022 03:27:11  Obuhvat2D	Cell #	     24574	   65.23	   0.058	20

01SEP2022 03:27:16  Obuhvat2D	Cell #	     24574	   65.33	   0.087	21
01SEP2022 03:27:21  Obuhvat2D	Cell #	     24574	   65.17	   0.160	20
01SEP2022 03:27:25  Obuhvat2D	Cell #	     24574	   65.24	   0.128	21
01SEP2022 03:27:30  Obuhvat2D	Cell #	     24574	   65.33	   0.088	21

01SEP2022 03:27:35  Obuhvat2D	Cell #	     24574	   65.18	   0.148	22
01SEP2022 03:27:39  Obuhvat2D	Cell #	     24574	   65.29	   0.040	20
01SEP2022 03:27:44  Obuhvat2D	Cell #	     24574	   65.30	   0.044	21
01SEP2022 03:27:49  Obuhvat2D	Cell #	     24574	   65.30	   0.043	21

01SEP2022 03:27:54  Obuhvat2D	Cell #	     24574	   65.29	   0.031	21
01SEP2022 03:27:58  Obuhvat2D	Cell #	     24574	   65.29	   0.019	21
01SEP2022 03:28:03  Obuhvat2D	Cell #	     32408	   64.14	   0.009	21
01SEP2022 03:28:08  Obuhvat2D	Cell #	     32408	   64.14	   0.009	20

01SEP2022 03:30:28  Obuhvat2D	Cell #	     24574	   65.27	   0.004	20
01SEP2022 03:32:20       timestep =              9.375      (sec)
01SEP2022 03:32:30  Obuhvat2D	Cell #	     24586	   64.85	   0.008	20
01SEP2022 03:32:30       timestep =              4.688      (sec)
01SEP2022 03:35:19       timestep =              9.375      (sec)
01SEP2022 03:36:52       timestep =            18.75        (sec)
01SEP2022 03:37:11  Obuhvat2D	Cell #	     33861	   65.65	   0.008	20
01SEP2022 03:37:49  Obuhvat2D	Cell #	     32793	   65.22	   0.014	21

01SEP2022 03:38:08  Obuhvat2D	Cell #	     34584	   64.55	   0.007	20
01SEP2022 03:38:45  Obuhvat2D	Cell #	     32599	   65.03	   0.026	21
01SEP2022 03:39:41  Obuhvat2D	Cell #	     34070	   65.47	   0.010	20
01SEP2022 03:40:00  Obuhvat2D	Cell #	     32722	   64.43	   0.031	22

01SEP2022 03:40:19  Obuhvat2D	Cell #	     32602	   64.92	   0.031	20
01SEP2022 03:40:38  Obuhvat2D	Cell #	     33455	   64.44	   0.012	20
01SEP2022 03:41:34  Obuhvat2D	Cell #	     32488	   63.88	   0.019	20
01SEP2022 03:42:11  Obuhvat2D	Cell #	     32489	   63.85	   0.048	22

01SEP2022 03:42:30  Obuhvat2D	Cell #	     32489	   63.97	   0.072	22
01SEP2022 03:42:49  Obuhvat2D	Cell #	     33563	   64.33	   0.078	23
01SEP2022 03:43:08  Obuhvat2D	Cell #	     32729	   63.92	   0.070	21
01SEP2022 03:43:26  Obuhvat2D	Cell #	     32495	   63.36	   0.026	20

01SEP2022 03:43:45  Obuhvat2D	Cell #	     31769	   65.38	   0.013	20
01SEP2022 03:44:04  Obuhvat2D	Cell #	     33013	   63.59	   0.038	20
01SEP2022 03:44:23  Obuhvat2D	Cell #	     32620	   63.08	   0.094	21
01SEP2022 03:44:41  Obuhvat2D	Cell #	     33874	   64.94	   0.030	21

01SEP2022 03:45:00  Obuhvat2D	Cell #	     33195	   65.83	   0.024	20
01SEP2022 03:45:19  Obuhvat2D	Cell #	     32624	   62.41	   0.096	21
01SEP2022 03:45:38  Obuhvat2D	Cell #	     32501	   62.55	   0.116	22
01SEP2022 03:45:56  Obuhvat2D	Cell #	     32501	   62.74	   0.040	20

01SEP2022 03:46:15  Obuhvat2D	Cell #	     32822	   62.59	   0.099	24
01SEP2022 03:46:34  Obuhvat2D	Cell #	     34500	   63.48	   0.147	22
01SEP2022 03:46:53  Obuhvat2D	Cell #	     32826	   61.48	   0.041	20
01SEP2022 03:47:11  Obuhvat2D	Cell #	     32629	   61.67	   0.058	22

01SEP2022 03:47:30  Obuhvat2D	Cell #	     32507	   62.14	   0.031	20
01SEP2022 03:47:49  Obuhvat2D	Cell #	     32633	   61.00	   0.038	20
01SEP2022 03:48:08  Obuhvat2D	Cell #	     32508	   61.88	   0.019	20
01SEP2022 03:48:26  Obuhvat2D	Cell #	     33027	   62.20	   0.013	20

01SEP2022 03:48:45  Obuhvat2D	Cell #	     32999	   65.63	   0.005	20
01SEP2022 03:49:04  Obuhvat2D	Cell #	     33027	   62.34	   0.012	20
01SEP2022 03:49:23  Obuhvat2D	Cell #	     32517	   61.23	   0.005	20
01SEP2022 03:49:41  Obuhvat2D	Cell #	     33346	   64.91	   0.014	20

01SEP2022 03:50:00  Obuhvat2D	Cell #	     33207	   65.04	   0.008	20
01SEP2022 03:50:19  Obuhvat2D	Cell #	     33027	   62.51	   0.011	20
01SEP2022 03:50:38  Obuhvat2D	Cell #	     33208	   64.93	   0.013	20
01SEP2022 03:50:37       timestep =              9.375      (sec)
01SEP2022 03:51:34  Obuhvat2D	Cell #	     33221	   63.57	   0.007	20

01SEP2022 03:51:43  Obuhvat2D	Cell #	     33221	   63.56	   0.010	21
01SEP2022 03:51:53  Obuhvat2D	Cell #	     33221	   63.58	   0.005	21
01SEP2022 03:52:02  Obuhvat2D	Cell #	     33221	   63.57	   0.015	20
01SEP2022 03:52:11  Obuhvat2D	Cell #	     33221	   63.59	   0.007	20

01SEP2022 03:52:21  Obuhvat2D	Cell #	     33221	   63.60	   0.031	22
01SEP2022 03:52:30  Obuhvat2D	Cell #	     33221	   63.53	   0.067	20
01SEP2022 03:52:39  Obuhvat2D	Cell #	     33221	   63.58	   0.056	20
01SEP2022 03:52:49  Obuhvat2D	Cell #	     32844	   62.21	   0.058	21

01SEP2022 03:52:58  Obuhvat2D	Cell #	     32844	   62.30	   0.090	21
01SEP2022 03:53:08  Obuhvat2D	Cell #	     33221	   63.48	   0.161	21
01SEP2022 03:53:26  Obuhvat2D	Cell #	     33221	   63.50	   0.132	20
01SEP2022 03:53:45  Obuhvat2D	Cell #	     33221	   63.51	   0.121	21

01SEP2022 03:53:54  Obuhvat2D	Cell #	     33221	   63.64	   0.003	20
01SEP2022 03:54:04  Obuhvat2D	Cell #	     33221	   63.52	   0.113	21
01SEP2022 03:54:13  Obuhvat2D	Cell #	     33221	   63.63	   0.020	20
01SEP2022 03:54:23  Obuhvat2D	Cell #	     33221	   63.55	   0.083	20

01SEP2022 03:54:32  Obuhvat2D	Cell #	     33221	   63.66	   0.079	21
01SEP2022 03:54:41  Obuhvat2D	Cell #	     33221	   63.49	   0.173	21
01SEP2022 03:55:00  Obuhvat2D	Cell #	     33221	   63.52	   0.133	20
01SEP2022 03:55:09  Obuhvat2D	Cell #	     33221	   63.65	   0.009	20

01SEP2022 03:55:19  Obuhvat2D	Cell #	     33221	   63.53	   0.122	21
01SEP2022 03:55:28  Obuhvat2D	Cell #	     33221	   63.65	   0.009	20
01SEP2022 03:55:38  Obuhvat2D	Cell #	     33221	   63.54	   0.106	20
01SEP2022 03:55:47  Obuhvat2D	Cell #	     33221	   63.65	   0.008	20

01SEP2022 03:55:56  Obuhvat2D	Cell #	     33221	   63.58	   0.062	20
01SEP2022 03:56:15  Obuhvat2D	Cell #	     33221	   63.60	   0.016	20
01SEP2022 03:56:24  Obuhvat2D	Cell #	     33221	   63.61	   0.008	20
01SEP2022 03:58:45  Obuhvat2D	Cell #	     32664	   61.53	   0.006	20

01SEP2022 04:00:09  Obuhvat2D	Cell #	     32669	   60.64	   0.004	20
01SEP2022 04:00:19  Obuhvat2D	Cell #	     32669	   60.69	   0.034	21
01SEP2022 04:06:53  Obuhvat2D	Cell #	     32569	   60.15	   0.006	20
01SEP2022 04:08:08  Obuhvat2D	Cell #	     32698	   59.52	   0.020	20

01SEP2022 04:08:17  Obuhvat2D	Cell #	     34205	   63.78	   0.027	21
01SEP2022 04:08:26       timestep =            18.75        (sec)
01SEP2022 04:08:45  Obuhvat2D	Cell #	     33217	   64.25	   0.004	20
01SEP2022 04:09:04  Obuhvat2D	Cell #	     32898	   58.32	   0.143	22
01SEP2022 04:09:23  Obuhvat2D	Cell #	     32899	   57.48	   0.006	20
01SEP2022 04:09:22       timestep =              9.375      (sec)

01SEP2022 04:11:15  Obuhvat2D	Cell #	     32905	   58.52	   0.005	20
01SEP2022 04:11:43  Obuhvat2D	Cell #	     29689	   68.70	   0.003	20
01SEP2022 04:12:11  Obuhvat2D	Cell #	     32907	   58.56	   0.006	20
01SEP2022 04:12:30  Obuhvat2D	Cell #	     32713	   57.39	   0.005	20

01SEP2022 04:12:49  Obuhvat2D	Cell #	     10942	   56.65	   0.010	20
01SEP2022 04:12:58  Obuhvat2D	Cell #	     29689	   68.72	   0.023	21
01SEP2022 04:13:08  Obuhvat2D	Cell #	     29689	   68.69	   0.038	22
01SEP2022 04:13:17  Obuhvat2D	Cell #	     34008	   63.18	   0.009	20

01SEP2022 04:13:26  Obuhvat2D	Cell #	     10855	   55.63	   0.017	20
01SEP2022 04:13:36  Obuhvat2D	Cell #	     36879	   55.08	   0.027	20
01SEP2022 04:13:45  Obuhvat2D	Cell #	     35046	   55.08	   0.065	22
01SEP2022 04:13:54  Obuhvat2D	Cell #	     36881	   54.50	   0.032	21

01SEP2022 04:14:04  Obuhvat2D	Cell #	     37794	   55.85	   0.078	22
01SEP2022 04:14:13  Obuhvat2D	Cell #	     29689	   68.72	   0.026	20
01SEP2022 04:14:23  Obuhvat2D	Cell #	     35052	   53.77	   0.058	22
01SEP2022 04:14:32  Obuhvat2D	Cell #	     29689	   68.67	   0.060	21

01SEP2022 04:14:41  Obuhvat2D	Cell #	     36887	   53.30	   0.004	20
01SEP2022 04:15:00  Obuhvat2D	Cell #	     29689	   68.71	   0.015	20
01SEP2022 04:15:09  Obuhvat2D	Cell #	     29689	   68.72	   0.020	20
01SEP2022 04:15:19  Obuhvat2D	Cell #	     29689	   68.68	   0.048	20

01SEP2022 04:16:24  Obuhvat2D	Cell #	     31919	   68.61	   0.006	20
01SEP2022 04:16:34  Obuhvat2D	Cell #	     29689	   68.71	   0.004	21
01SEP2022 04:16:43  Obuhvat2D	Cell #	     29689	   68.72	   0.019	21
01SEP2022 04:16:53  Obuhvat2D	Cell #	     29689	   68.69	   0.035	20

01SEP2022 04:17:11  Obuhvat2D	Cell #	     29689	   68.72	   0.011	20
